,Chromosome,Left,Right,IMI,Crossover
35936,Chr05,492547.0,492550.0,2,0
35937,Chr05,492550.0,492570.0,19,0
35938,Chr05,492570.0,492576.0,5,0
35939,Chr05,492576.0,492588.0,11,0
35940,Chr05,492588.0,492595.0,6,0
35941,Chr05,492595.0,492634.0,38,0
35942,Chr05,492634.0,492643.0,8,0
35943,Chr05,492643.0,492651.0,7,0
35944,Chr05,492651.0,492664.0,12,0
35945,Chr05,492664.0,492728.0,63,0
35946,Chr05,492728.0,492733.0,4,0
35947,Chr05,492733.0,492739.0,5,0
35948,Chr05,492739.0,492771.0,31,0
35949,Chr05,492771.0,492779.0,7,0
35950,Chr05,492779.0,492788.0,8,0
35951,Chr05,492790.0,492819.0,28,0
35952,Chr05,492820.0,492823.0,2,0
35953,Chr05,492823.0,492845.0,21,0
35954,Chr05,492845.0,492858.0,12,0
35955,Chr05,492858.0,492863.0,4,0
35956,Chr05,492863.0,492885.0,21,0
35957,Chr05,492885.0,492924.0,38,0
35958,Chr05,492924.0,492933.0,8,0
35959,Chr05,492933.0,492938.0,4,0
35960,Chr05,492938.0,492954.0,15,0
35961,Chr05,492954.0,492964.0,9,0
35962,Chr05,492964.0,493033.0,68,0
35963,Chr05,493033.0,493038.0,4,0
35964,Chr05,493038.0,493043.0,4,0
35965,Chr05,493043.0,493168.0,124,0
35966,Chr05,493168.0,493248.0,79,0
35967,Chr05,493248.0,493279.0,30,0
35968,Chr05,493279.0,493502.0,222,0
35969,Chr05,493502.0,493518.0,15,0
35970,Chr05,493518.0,493793.0,274,0
35971,Chr05,493793.0,493855.0,61,0
35972,Chr05,493855.0,493939.0,83,0
35973,Chr05,493939.0,493955.0,15,0
35974,Chr05,493955.0,494169.0,213,0
35975,Chr05,494169.0,494298.0,128,0
35976,Chr05,494298.0,494476.0,177,0
35977,Chr05,494476.0,494483.0,6,0
35978,Chr05,494483.0,494609.0,125,0
35979,Chr05,494609.0,494647.0,37,0
35980,Chr05,494647.0,495026.0,378,0
35981,Chr05,495026.0,495051.0,24,0
35982,Chr05,495051.0,495284.0,232,0
35983,Chr05,495284.0,495314.0,29,0
35984,Chr05,495314.0,495435.0,120,0
35985,Chr05,495435.0,495444.0,8,0
35986,Chr05,495444.0,495450.0,5,0
35987,Chr05,495450.0,495514.0,63,0
35988,Chr05,495514.0,495666.0,151,0
35989,Chr05,495666.0,495726.0,59,0
35990,Chr05,495726.0,495858.0,131,0
35991,Chr05,495858.0,496285.0,426,0
35992,Chr05,496285.0,496482.0,196,0
35993,Chr05,496482.0,496505.0,22,0
35994,Chr05,496505.0,496519.0,13,0
35995,Chr05,496519.0,496549.0,29,0
35996,Chr05,496549.0,496572.0,22,0
35997,Chr05,496572.0,497104.0,531,0
35998,Chr05,497104.0,497225.0,120,0
35999,Chr05,497225.0,497577.0,351,0
36000,Chr05,497577.0,497583.0,5,0
36001,Chr05,497583.0,497726.0,142,0
36002,Chr05,497726.0,497912.0,185,0
36003,Chr05,497912.0,497928.0,15,0
36004,Chr05,497928.0,497933.0,4,0
36005,Chr05,497933.0,498197.0,263,0
36006,Chr05,498197.0,498627.0,429,0
36007,Chr05,498627.0,498852.0,224,0
36008,Chr05,498852.0,499795.0,942,0
36009,Chr05,499795.0,499802.0,6,0
36010,Chr05,499802.0,500220.0,417,0
36011,Chr05,500220.0,500371.0,150,0
36012,Chr05,500371.0,500423.0,51,0
36013,Chr05,500423.0,501396.0,972,0
36014,Chr05,501396.0,501481.0,84,0
36015,Chr05,501481.0,501501.0,19,0
36016,Chr05,501501.0,501817.0,315,1
36017,Chr05,501817.0,501820.0,2,0
36018,Chr05,501820.0,502505.0,684,1
36019,Chr05,502505.0,502775.0,269,0
36020,Chr05,502775.0,502874.0,98,0
36021,Chr05,502874.0,502906.0,31,0
36022,Chr05,502907.0,502919.0,11,0
36023,Chr05,502919.0,503268.0,348,0
36024,Chr05,503268.0,503304.0,35,0
36025,Chr05,503304.0,503466.0,161,0
36026,Chr05,503466.0,503547.0,80,0
36027,Chr05,503547.0,503689.0,141,0
36028,Chr05,503689.0,503714.0,24,0
36029,Chr05,503714.0,503750.0,35,0
36030,Chr05,503750.0,503757.0,6,0
36031,Chr05,503757.0,503775.0,17,0
36032,Chr05,503775.0,503837.0,61,0
36033,Chr05,503837.0,503922.0,84,0
36034,Chr05,503922.0,504376.0,453,0
36035,Chr05,504376.0,505058.0,681,0
36036,Chr05,505058.0,505651.0,592,0
36037,Chr05,505651.0,505775.0,123,0
36038,Chr05,505775.0,506064.0,288,0
36039,Chr05,506064.0,506083.0,18,0
36040,Chr05,506083.0,506127.0,43,0
36041,Chr05,506127.0,506254.0,126,0
36042,Chr05,506254.0,506443.0,188,0
36043,Chr05,506443.0,506588.0,144,0
36044,Chr05,506588.0,506939.0,350,0
36045,Chr05,506939.0,507188.0,248,0
36046,Chr05,507188.0,507291.0,102,0
36047,Chr05,507291.0,507323.0,31,0
36048,Chr05,507323.0,507347.0,23,0
36049,Chr05,507347.0,507386.0,38,0
36050,Chr05,507386.0,507467.0,80,0
36051,Chr05,507467.0,507490.0,22,0
36052,Chr05,507490.0,507493.0,2,0
36053,Chr05,507493.0,507497.0,3,0
36054,Chr05,507497.0,507924.0,426,0
36055,Chr05,507924.0,507973.0,48,0
36056,Chr05,507973.0,507990.0,16,0
36057,Chr05,507990.0,508168.0,177,0
36058,Chr05,508168.0,508174.0,5,0
36059,Chr05,508174.0,508219.0,44,0
36060,Chr05,508220.0,508240.0,19,0
36061,Chr05,508240.0,508249.0,8,0
36062,Chr05,508249.0,508255.0,5,0
36063,Chr05,508255.0,508263.0,7,0
36064,Chr05,508263.0,508284.0,20,0
36065,Chr05,508284.0,508488.0,203,0
36066,Chr05,508488.0,508547.0,58,0
36067,Chr05,508547.0,508567.0,19,0
36068,Chr05,508567.0,508632.0,64,0
36069,Chr05,508632.0,508653.0,20,0
36070,Chr05,508653.0,509067.0,413,0
36071,Chr05,509067.0,509819.0,751,0
36072,Chr05,509819.0,510602.0,782,0
36073,Chr05,510602.0,510933.0,330,0
36074,Chr05,510933.0,511132.0,198,0
36075,Chr05,511132.0,511550.0,417,0
36076,Chr05,511550.0,512301.0,750,0
36077,Chr05,512301.0,512644.0,342,0
36078,Chr05,512644.0,513002.0,357,0
36079,Chr05,513002.0,513703.0,700,0
36080,Chr05,513703.0,514069.0,365,0
36081,Chr05,514069.0,514182.0,112,0
36082,Chr05,514182.0,514362.0,179,0
36083,Chr05,514364.0,514377.0,12,0
36084,Chr05,514377.0,514567.0,189,0
36085,Chr05,514567.0,514608.0,40,0
36086,Chr05,514608.0,514681.0,72,0
36087,Chr05,514681.0,514705.0,23,0
36088,Chr05,514705.0,514709.0,3,0
36089,Chr05,514709.0,514758.0,48,0
36090,Chr05,514758.0,514779.0,20,0
36091,Chr05,514779.0,514903.0,123,0
36092,Chr05,514903.0,514911.0,7,0
36093,Chr05,514911.0,514922.0,10,0
36094,Chr05,514922.0,515772.0,849,0
36095,Chr05,515772.0,515781.0,8,0
36096,Chr05,515781.0,515885.0,103,0
36097,Chr05,515885.0,516138.0,252,0
36098,Chr05,516138.0,516464.0,325,0
36099,Chr05,516464.0,516489.0,24,0
36100,Chr05,516489.0,516638.0,148,0
36101,Chr05,516638.0,517294.0,655,0
36102,Chr05,517294.0,517371.0,76,0
36103,Chr05,517371.0,517433.0,61,0
36104,Chr05,517433.0,517681.0,247,0
36105,Chr05,517681.0,517942.0,260,0
36106,Chr05,517942.0,518099.0,156,0
36107,Chr05,518099.0,518110.0,10,0
36108,Chr05,518110.0,518452.0,341,0
36109,Chr05,518452.0,518474.0,21,0
36110,Chr05,518474.0,518516.0,41,0
36111,Chr05,518516.0,518636.0,119,0
36112,Chr05,518636.0,519001.0,364,0
36113,Chr05,519001.0,519290.0,288,0
36114,Chr05,519290.0,519294.0,3,0
36115,Chr05,519294.0,519384.0,89,0
36116,Chr05,519384.0,519444.0,59,0
36117,Chr05,519444.0,519708.0,263,0
36118,Chr05,519708.0,519723.0,14,0
36119,Chr05,519723.0,519896.0,172,0
36120,Chr05,519896.0,520066.0,169,0
36121,Chr05,520066.0,520201.0,134,0
36122,Chr05,520201.0,520228.0,26,0
36123,Chr05,520228.0,520270.0,41,0
36124,Chr05,520270.0,520288.0,17,0
36125,Chr05,520288.0,520318.0,29,0
36126,Chr05,520318.0,520368.0,49,0
36127,Chr05,520368.0,520372.0,3,0
36128,Chr05,520372.0,520382.0,9,0
36129,Chr05,520382.0,520841.0,458,0
36130,Chr05,520841.0,520873.0,31,0
36131,Chr05,520873.0,521277.0,403,0
36132,Chr05,521279.0,521291.0,11,0
36133,Chr05,521291.0,521301.0,9,0
36134,Chr05,521301.0,521543.0,241,0
36135,Chr05,521543.0,521630.0,86,0
36136,Chr05,521630.0,521741.0,110,0
36137,Chr05,521741.0,521753.0,11,0
36138,Chr05,521753.0,521757.0,3,0
36139,Chr05,521757.0,521771.0,13,0
36140,Chr05,521771.0,521789.0,17,0
36141,Chr05,521789.0,521792.0,2,0
36142,Chr05,521792.0,522074.0,281,0
36143,Chr05,522074.0,522418.0,343,0
36144,Chr05,522418.0,522422.0,3,0
36145,Chr05,522422.0,522463.0,40,0
36146,Chr05,522463.0,522614.0,150,0
36147,Chr05,522616.0,522747.0,130,0
36148,Chr05,522747.0,523010.0,262,0
36149,Chr05,523010.0,523088.0,77,0
36150,Chr05,523088.0,523153.0,64,0
36151,Chr05,523153.0,523250.0,96,0
36152,Chr05,523250.0,523275.0,24,0
36153,Chr05,523275.0,523328.0,52,0
36154,Chr05,523329.0,523509.0,179,1
36155,Chr05,523509.0,523514.0,4,0
36156,Chr05,523514.0,523519.0,4,0
36157,Chr05,523519.0,523535.0,15,0
36158,Chr05,523535.0,523552.0,16,0
36159,Chr05,523552.0,523810.0,257,0
36160,Chr05,523810.0,523816.0,5,0
36161,Chr05,523816.0,523942.0,125,1
36162,Chr05,523942.0,524042.0,99,0
36163,Chr05,524042.0,524294.0,251,1
36164,Chr05,524294.0,524333.0,38,3
36165,Chr05,524333.0,524369.0,35,0
36166,Chr05,524369.0,524435.0,65,0
36167,Chr05,524435.0,524476.0,40,0
36168,Chr05,524476.0,524499.0,22,0
36169,Chr05,524499.0,524515.0,15,0
36170,Chr05,524515.0,524520.0,4,0
36171,Chr05,524520.0,524770.0,249,4
36172,Chr05,524770.0,524779.0,8,0
36173,Chr05,524779.0,524797.0,17,0
36174,Chr05,524800.0,524813.0,12,0
36175,Chr05,524813.0,524914.0,100,0
36176,Chr05,524914.0,524975.0,60,0
36177,Chr05,524975.0,525239.0,263,0
36178,Chr05,525239.0,525415.0,175,0
36179,Chr05,525415.0,525467.0,51,0
36180,Chr05,525467.0,526265.0,797,0
36181,Chr05,526265.0,526280.0,14,0
36182,Chr05,526280.0,526499.0,218,0
36183,Chr05,526499.0,526529.0,29,0
36184,Chr05,526529.0,526535.0,5,0
36185,Chr05,526537.0,526575.0,37,0
36186,Chr05,526575.0,526603.0,27,0
36187,Chr05,526603.0,527085.0,481,0
36188,Chr05,527085.0,527201.0,115,0
36189,Chr05,527201.0,527326.0,124,0
36190,Chr05,527326.0,527329.0,2,0
36191,Chr05,527329.0,527350.0,20,0
36192,Chr05,527350.0,527446.0,95,0
36193,Chr05,527446.0,527651.0,204,0
36194,Chr05,527651.0,527848.0,196,0
36195,Chr05,527852.0,528004.0,151,1
36196,Chr05,528004.0,528392.0,387,0
36197,Chr05,528392.0,528478.0,85,0
36198,Chr05,528478.0,528491.0,12,0
36199,Chr05,528491.0,528566.0,74,0
36200,Chr05,528566.0,528818.0,251,0
36201,Chr05,528818.0,528953.0,134,0
36202,Chr05,528953.0,529095.0,141,1
36203,Chr05,529095.0,529142.0,46,0
36204,Chr05,529142.0,529211.0,68,1
36205,Chr05,529211.0,529232.0,20,0
36206,Chr05,529232.0,529392.0,159,0
36207,Chr05,529392.0,529504.0,111,0
36208,Chr05,529504.0,529579.0,74,0
36209,Chr05,529579.0,529635.0,55,1
36210,Chr05,529635.0,529667.0,31,0
36211,Chr05,529667.0,529821.0,153,0
36212,Chr05,529821.0,529824.0,2,0
36213,Chr05,529824.0,530142.0,317,0
36214,Chr05,530142.0,530354.0,211,0
36215,Chr05,530355.0,530365.0,9,0
36216,Chr05,530365.0,530379.0,13,0
36217,Chr05,530379.0,530386.0,6,0
36218,Chr05,530386.0,530446.0,59,0
36219,Chr05,530446.0,530512.0,65,0
36220,Chr05,530512.0,530530.0,17,0
36221,Chr05,530530.0,530842.0,311,0
36222,Chr05,530842.0,530855.0,12,0
36223,Chr05,530855.0,531017.0,161,0
36224,Chr05,531017.0,531026.0,8,0
36225,Chr05,531026.0,531071.0,44,0
36226,Chr05,531071.0,531124.0,52,0
36227,Chr05,531124.0,531200.0,75,0
36228,Chr05,531200.0,531230.0,29,0
36229,Chr05,531230.0,531303.0,72,0
36230,Chr05,531303.0,531446.0,142,0
36231,Chr05,531446.0,531690.0,243,0
36232,Chr05,531690.0,531822.0,131,0
36233,Chr05,531822.0,531873.0,50,0
36234,Chr05,531873.0,531936.0,62,0
36235,Chr05,531936.0,531989.0,52,0
36236,Chr05,531989.0,532038.0,48,0
36237,Chr05,532038.0,532045.0,6,0
36238,Chr05,532045.0,532062.0,16,0
36239,Chr05,532062.0,532095.0,32,0
36240,Chr05,532095.0,532099.0,3,0
36241,Chr05,532099.0,532144.0,44,0
36242,Chr05,532144.0,532210.0,65,0
36243,Chr05,532210.0,532252.0,41,0
36244,Chr05,532252.0,532412.0,159,0
36245,Chr05,532412.0,532489.0,76,0
36246,Chr05,532489.0,532528.0,38,0
36247,Chr05,532528.0,532994.0,465,0
36248,Chr05,532994.0,533269.0,274,0
36249,Chr05,533269.0,533322.0,52,0
36250,Chr05,533322.0,533365.0,42,0
36251,Chr05,533365.0,533407.0,41,0
36252,Chr05,533407.0,533518.0,110,0
36253,Chr05,533518.0,533566.0,47,0
36254,Chr05,533566.0,533569.0,2,0
36255,Chr05,533569.0,533695.0,125,0
36256,Chr05,533695.0,533731.0,35,1
36257,Chr05,533731.0,533794.0,62,0
36258,Chr05,533794.0,534085.0,290,1
36259,Chr05,534085.0,534118.0,32,0
36260,Chr05,534118.0,534966.0,847,0
36261,Chr05,534966.0,535270.0,303,0
36262,Chr05,535270.0,535332.0,61,0
36263,Chr05,535332.0,535596.0,263,0
36264,Chr05,535596.0,536418.0,821,1
36265,Chr05,536418.0,536477.0,58,0
36266,Chr05,536477.0,536954.0,476,0
36267,Chr05,536954.0,536958.0,3,0
36268,Chr05,536958.0,537444.0,485,0
36269,Chr05,537445.0,537571.0,125,0
36270,Chr05,537571.0,537619.0,47,0
36271,Chr05,537619.0,537782.0,162,0
36272,Chr05,537782.0,537812.0,29,0
36273,Chr05,537812.0,537843.0,30,0
36274,Chr05,537843.0,537868.0,24,0
36275,Chr05,537870.0,537877.0,6,0
36276,Chr05,537877.0,537905.0,27,0
36277,Chr05,537905.0,537982.0,76,0
36278,Chr05,537982.0,538134.0,151,0
36279,Chr05,538134.0,538171.0,36,0
36280,Chr05,538171.0,538421.0,249,1
36281,Chr05,538421.0,538424.0,2,0
36282,Chr05,538425.0,538452.0,26,0
36283,Chr05,538452.0,538495.0,42,0
36284,Chr05,538495.0,538565.0,69,0
36285,Chr05,538567.0,538580.0,12,0
36286,Chr05,538580.0,538688.0,107,0
36287,Chr05,538688.0,538698.0,9,0
36288,Chr05,538698.0,538780.0,81,0
36289,Chr05,538780.0,538870.0,89,0
36290,Chr05,538870.0,538879.0,8,0
36291,Chr05,538879.0,538885.0,5,0
36292,Chr05,538885.0,539098.0,212,0
36293,Chr05,539098.0,539202.0,103,0
36294,Chr05,539202.0,539234.0,31,0
36295,Chr05,539234.0,540121.0,886,0
36296,Chr05,540121.0,540375.0,253,0
36297,Chr05,540375.0,540441.0,65,0
36298,Chr05,540441.0,540551.0,109,0
36299,Chr05,540551.0,540705.0,153,0
36300,Chr05,540705.0,540924.0,218,0
36301,Chr05,540924.0,540975.0,50,0
36302,Chr05,540975.0,541479.0,503,0
36303,Chr05,541479.0,541560.0,80,0
36304,Chr05,541560.0,541687.0,126,0
36305,Chr05,541687.0,541820.0,132,0
36306,Chr05,541820.0,541828.0,7,0
36307,Chr05,541828.0,542041.0,212,0
36308,Chr05,542041.0,542086.0,44,0
36309,Chr05,542086.0,542090.0,3,0
36310,Chr05,542090.0,542093.0,2,0
36311,Chr05,542093.0,542111.0,17,0
36312,Chr05,542111.0,542137.0,25,0
36313,Chr05,542139.0,542143.0,3,0
36314,Chr05,542143.0,542157.0,13,0
36315,Chr05,542157.0,542685.0,527,0
36316,Chr05,542685.0,542736.0,50,0
36317,Chr05,542736.0,543006.0,269,0
36318,Chr05,543006.0,543274.0,267,0
36319,Chr05,543274.0,543287.0,12,0
36320,Chr05,543287.0,543324.0,36,0
36321,Chr05,543325.0,543328.0,2,0
36322,Chr05,543328.0,543431.0,102,0
36323,Chr05,543431.0,543672.0,240,0
36324,Chr05,543672.0,543851.0,178,0
36325,Chr05,543851.0,544597.0,745,0
36326,Chr05,544597.0,544603.0,5,0
36327,Chr05,544603.0,544650.0,46,0
36328,Chr05,544650.0,544732.0,81,0
36329,Chr05,544732.0,561547.0,16814,1
36330,Chr05,561547.0,573997.0,12449,1
36331,Chr05,573997.0,574525.0,527,0
36332,Chr05,574525.0,574534.0,8,0
36333,Chr05,574534.0,576056.0,1521,0
36334,Chr05,576056.0,576474.0,417,0
36335,Chr05,576475.0,576561.0,85,0
36336,Chr05,576561.0,576977.0,415,0
36337,Chr05,576977.0,577200.0,222,0
36338,Chr05,577200.0,577504.0,303,0
36339,Chr05,577504.0,577648.0,143,0
36340,Chr05,577648.0,577692.0,43,0
36341,Chr05,577692.0,578273.0,580,0
36342,Chr05,578273.0,578383.0,109,0
36343,Chr05,578383.0,578484.0,100,0
36344,Chr05,578484.0,578581.0,96,0
36345,Chr05,578581.0,578688.0,106,0
36346,Chr05,578688.0,578712.0,23,0
36347,Chr05,578712.0,579346.0,633,0
36348,Chr05,579346.0,579534.0,187,0
36349,Chr05,579534.0,579594.0,59,0
36350,Chr05,579594.0,579621.0,26,0
36351,Chr05,579621.0,580025.0,403,0
36352,Chr05,580025.0,580281.0,255,0
36353,Chr05,580281.0,581020.0,738,0
36354,Chr05,581020.0,581042.0,21,0
36355,Chr05,581042.0,581097.0,54,0
36356,Chr05,581097.0,581110.0,12,0
36357,Chr05,581110.0,581114.0,3,0
36358,Chr05,581114.0,581178.0,63,0
36359,Chr05,581178.0,581346.0,167,0
36360,Chr05,581346.0,583236.0,1889,0
36361,Chr05,583236.0,583326.0,89,0
36362,Chr05,583326.0,583462.0,135,0
36363,Chr05,583462.0,583729.0,266,0
36364,Chr05,583729.0,583734.0,4,0
36365,Chr05,583734.0,583753.0,18,0
36366,Chr05,583753.0,583920.0,166,0
36367,Chr05,583920.0,584608.0,687,0
36368,Chr05,584608.0,584692.0,83,0
36369,Chr05,584692.0,585289.0,596,0
36370,Chr05,585289.0,585645.0,355,0
36371,Chr05,585645.0,586089.0,443,0
36372,Chr05,586089.0,586396.0,306,0
36373,Chr05,586396.0,586471.0,74,0
36374,Chr05,586471.0,586714.0,242,0
36375,Chr05,586714.0,586717.0,2,0
36376,Chr05,586717.0,586902.0,184,0
36377,Chr05,586902.0,586953.0,50,0
36378,Chr05,586953.0,587054.0,100,0
36379,Chr05,587054.0,587068.0,13,0
36380,Chr05,587068.0,587216.0,147,0
36381,Chr05,587216.0,587364.0,147,0
36382,Chr05,587364.0,587939.0,574,0
36383,Chr05,587939.0,588435.0,495,0
36384,Chr05,588435.0,588903.0,467,0
36385,Chr05,588903.0,589185.0,281,0
36386,Chr05,589185.0,589365.0,179,0
36387,Chr05,589365.0,590342.0,976,0
36388,Chr05,590342.0,590353.0,10,0
36389,Chr05,590353.0,590377.0,23,0
36390,Chr05,590377.0,590508.0,130,0
36391,Chr05,590508.0,590566.0,57,0
36392,Chr05,590566.0,590902.0,335,0
36393,Chr05,590902.0,590957.0,54,0
36394,Chr05,590957.0,590999.0,41,0
36395,Chr05,590999.0,591019.0,19,0
36396,Chr05,591019.0,591052.0,32,0
36397,Chr05,591052.0,591198.0,145,0
36398,Chr05,591198.0,591238.0,39,0
36399,Chr05,591238.0,591298.0,59,0
36400,Chr05,591298.0,591334.0,35,0
36401,Chr05,591335.0,591353.0,17,0
36402,Chr05,591353.0,591400.0,46,0
36403,Chr05,591400.0,591424.0,23,0
36404,Chr05,591424.0,591493.0,68,0
36405,Chr05,591493.0,591501.0,7,0
36406,Chr05,591501.0,591850.0,348,0
36407,Chr05,591850.0,592399.0,548,0
36408,Chr05,592399.0,592792.0,392,0
36409,Chr05,592792.0,592828.0,35,0
36410,Chr05,592828.0,593013.0,184,0
36411,Chr05,593013.0,593019.0,5,0
36412,Chr05,593019.0,593259.0,239,0
36413,Chr05,593259.0,593690.0,430,0
36414,Chr05,593690.0,593724.0,33,0
36415,Chr05,593724.0,593786.0,61,0
36416,Chr05,593786.0,593825.0,38,0
36417,Chr05,593825.0,593858.0,32,0
36418,Chr05,593858.0,594020.0,161,0
36419,Chr05,594020.0,594130.0,109,0
36420,Chr05,594130.0,594141.0,10,0
36421,Chr05,594141.0,594602.0,460,0
36422,Chr05,594602.0,595075.0,472,1
36423,Chr05,595075.0,595088.0,12,0
36424,Chr05,595088.0,595185.0,96,0
36425,Chr05,595185.0,595261.0,75,0
36426,Chr05,595262.0,595276.0,13,0
36427,Chr05,595276.0,595283.0,6,0
36428,Chr05,595283.0,595516.0,232,0
36429,Chr05,595516.0,595755.0,238,0
36430,Chr05,595755.0,596225.0,469,0
36431,Chr05,596225.0,596384.0,158,0
36432,Chr05,596384.0,596467.0,82,0
36433,Chr05,596467.0,596706.0,238,0
36434,Chr05,596706.0,596831.0,124,0
36435,Chr05,596831.0,596892.0,60,0
36436,Chr05,596892.0,596916.0,23,0
36437,Chr05,596916.0,597063.0,146,0
36438,Chr05,597063.0,597167.0,103,0
36439,Chr05,597167.0,597352.0,184,0
36440,Chr05,597352.0,597604.0,251,0
36441,Chr05,597604.0,597801.0,196,0
36442,Chr05,597801.0,598010.0,208,0
36443,Chr05,598010.0,598121.0,110,0
36444,Chr05,598121.0,598174.0,52,0
36445,Chr05,598174.0,598216.0,41,0
36446,Chr05,598216.0,598319.0,102,0
36447,Chr05,598319.0,599773.0,1453,0
36448,Chr05,599773.0,599914.0,140,0
36449,Chr05,599914.0,600126.0,211,0
36450,Chr05,600126.0,600591.0,464,0
36451,Chr05,600591.0,601174.0,582,0
36452,Chr05,601174.0,601243.0,68,0
36453,Chr05,601243.0,601696.0,452,0
36454,Chr05,601696.0,601897.0,200,0
36455,Chr05,601897.0,601933.0,35,0
36456,Chr05,601933.0,602473.0,539,0
36457,Chr05,602473.0,602655.0,181,0
36458,Chr05,602655.0,602703.0,47,0
36459,Chr05,602703.0,602732.0,28,0
36460,Chr05,602732.0,602832.0,99,0
36461,Chr05,602832.0,603104.0,271,1
36462,Chr05,603104.0,603179.0,74,0
36463,Chr05,603179.0,603188.0,8,0
36464,Chr05,603188.0,603346.0,157,0
36465,Chr05,603346.0,603425.0,78,0
36466,Chr05,603425.0,603492.0,66,0
36467,Chr05,603492.0,603728.0,235,0
36468,Chr05,603728.0,603736.0,7,0
36469,Chr05,603736.0,604090.0,353,0
36470,Chr05,604090.0,604113.0,22,0
36471,Chr05,604113.0,604160.0,46,0
36472,Chr05,604160.0,604195.0,34,0
36473,Chr05,604195.0,604201.0,5,0
36474,Chr05,604201.0,604241.0,39,0
36475,Chr05,604241.0,604422.0,180,1
36476,Chr05,604422.0,604425.0,2,0
36477,Chr05,604425.0,604464.0,38,0
36478,Chr05,604464.0,604498.0,33,0
36479,Chr05,604498.0,604731.0,232,0
36480,Chr05,604731.0,605013.0,281,0
36481,Chr05,605013.0,605108.0,94,0
36482,Chr05,605108.0,605189.0,80,0
36483,Chr05,605189.0,605259.0,69,0
36484,Chr05,605259.0,605454.0,194,0
36485,Chr05,605454.0,606026.0,571,0
36486,Chr05,606026.0,606280.0,253,0
36487,Chr05,606280.0,606432.0,151,0
36488,Chr05,606432.0,606927.0,494,0
36489,Chr05,606927.0,610220.0,3292,0
36490,Chr05,610220.0,611615.0,1394,0
36491,Chr05,611615.0,611762.0,146,0
36492,Chr05,611762.0,612203.0,440,0
36493,Chr05,612203.0,612217.0,13,0
36494,Chr05,612217.0,612348.0,130,0
36495,Chr05,612348.0,612554.0,205,0
36496,Chr05,612554.0,612610.0,55,0
36497,Chr05,612610.0,612886.0,275,0
36498,Chr05,612886.0,612917.0,30,0
36499,Chr05,612917.0,613128.0,210,0
36500,Chr05,613128.0,613369.0,240,0
36501,Chr05,613369.0,613417.0,47,0
36502,Chr05,613417.0,613520.0,102,0
36503,Chr05,613520.0,613737.0,216,0
36504,Chr05,613737.0,614026.0,288,0
36505,Chr05,614026.0,614724.0,697,0
36506,Chr05,614724.0,614859.0,134,0
36507,Chr05,614859.0,615084.0,224,0
36508,Chr05,615084.0,615109.0,24,0
36509,Chr05,615109.0,615254.0,144,0
36510,Chr05,615254.0,615439.0,184,0
36511,Chr05,615439.0,615506.0,66,0
36512,Chr05,615506.0,615721.0,214,0
36513,Chr05,615721.0,616127.0,405,0
36514,Chr05,616127.0,616217.0,89,0
36515,Chr05,616217.0,616406.0,188,0
36516,Chr05,616406.0,616672.0,265,0
36517,Chr05,616672.0,617178.0,505,0
36518,Chr05,617178.0,617351.0,172,0
36519,Chr05,617351.0,617655.0,303,0
36520,Chr05,617655.0,617801.0,145,0
36521,Chr05,617801.0,617899.0,97,0
36522,Chr05,617899.0,618150.0,250,0
36523,Chr05,618150.0,618159.0,8,0
36524,Chr05,618159.0,618308.0,148,0
36525,Chr05,618308.0,618566.0,257,0
36526,Chr05,618566.0,618691.0,124,0
36527,Chr05,618691.0,618695.0,3,0
36528,Chr05,618695.0,618708.0,12,0
36529,Chr05,618708.0,618856.0,147,0
36530,Chr05,618856.0,619049.0,192,0
36531,Chr05,619049.0,619371.0,321,0
36532,Chr05,619371.0,619591.0,219,0
36533,Chr05,619591.0,619728.0,136,0
36534,Chr05,619728.0,619743.0,14,0
36535,Chr05,619743.0,619772.0,28,0
36536,Chr05,619772.0,619940.0,167,0
36537,Chr05,619940.0,620142.0,201,0
36538,Chr05,620142.0,620237.0,94,0
36539,Chr05,620237.0,620374.0,136,0
36540,Chr05,620374.0,620513.0,138,0
36541,Chr05,620513.0,622063.0,1549,0
36542,Chr05,622063.0,622689.0,625,0
36543,Chr05,622689.0,622803.0,113,0
36544,Chr05,622803.0,622922.0,118,0
36545,Chr05,622922.0,622992.0,69,0
36546,Chr05,622992.0,623445.0,452,0
36547,Chr05,623445.0,623471.0,25,0
36548,Chr05,623471.0,623479.0,7,0
36549,Chr05,623479.0,624198.0,718,0
36550,Chr05,624198.0,624427.0,228,0
36551,Chr05,624427.0,624448.0,20,0
36552,Chr05,624448.0,624543.0,94,0
36553,Chr05,624543.0,624757.0,213,0
36554,Chr05,624757.0,624857.0,99,0
36555,Chr05,624857.0,625017.0,159,0
36556,Chr05,625017.0,625035.0,17,0
36557,Chr05,625037.0,625160.0,122,0
36558,Chr05,625160.0,625358.0,197,0
36559,Chr05,625358.0,625670.0,311,0
36560,Chr05,625670.0,625889.0,218,0
36561,Chr05,625889.0,626068.0,178,0
36562,Chr05,626068.0,626371.0,302,0
36563,Chr05,626371.0,626685.0,313,0
36564,Chr05,626685.0,626836.0,150,0
36565,Chr05,626836.0,627195.0,358,0
36566,Chr05,627195.0,627259.0,63,0
36567,Chr05,627259.0,627332.0,72,0
36568,Chr05,627332.0,627339.0,6,0
36569,Chr05,627339.0,627349.0,9,0
36570,Chr05,627349.0,627432.0,82,0
